PLAYER_NAME,TEAM,RIVAL,GAME_DATE,MATCHUP,WL,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,REB,AST,STL,BLK,TOV,PLUS_MINUS,HOME,SEASON
Stephen Curry,GSW,ORL,2025-01-05,GSW vs ORL,W,35.4,22.6,9,24,0.375,2,6,0.333,9.1,9.4,1.4,0.8,3.7,-1.1,1,2024-25
Stephen Curry,GSW,SAC,2025-01-08,GSW @ SAC,W,31.6,34.4,16,36,0.444,2,5,0.4,3.0,6.1,1.4,0.5,2.5,-7.7,0,2024-25
Stephen Curry,GSW,MIN,2025-01-11,GSW @ MIN,W,35.0,27.9,11,26,0.423,2,7,0.286,1.9,6.4,1.4,0.7,3.6,7.3,0,2024-25
Stephen Curry,GSW,ATL,2025-01-14,GSW @ ATL,L,33.0,24.4,10,25,0.4,0,3,0.0,3.0,4.8,0.6,0.0,3.5,2.2,0,2024-25
Stephen Curry,GSW,MIN,2025-01-17,GSW @ MIN,L,35.7,32.9,13,32,0.406,1,4,0.25,5.4,6.4,1.8,0.3,3.4,15.0,0,2024-25
Kevin Durant,PHX,SAC,2024-10-22,PHX vs SAC,L,30.7,31.2,13,32,0.406,1,5,0.2,1.6,10.4,1.1,1.0,1.7,2.7,1,2024-25
Kevin Durant,PHX,ATL,2024-10-25,PHX vs ATL,L,36.2,28.5,12,30,0.4,1,4,0.25,0.0,6.9,0.3,0.3,3.8,4.0,1,2024-25
Kevin Durant,PHX,CHA,2024-10-28,PHX vs CHA,L,30.5,30.6,14,28,0.5,1,4,0.25,6.4,5.1,1.3,0.5,1.0,-5.6,1,2024-25
Kevin Durant,PHX,ORL,2024-10-31,PHX vs ORL,W,32.7,35.4,19,36,0.528,1,3,0.333,9.0,7.2,1.8,0.0,3.7,2.6,1,2024-25
Kevin Durant,PHX,OKC,2024-11-03,PHX vs OKC,W,33.4,29.0,14,27,0.519,0,2,0.0,6.0,0.6,1.6,0.8,2.6,12.8,1,2024-25
Kevin Durant,PHX,CHA,2024-11-06,PHX @ CHA,L,36.7,24.1,11,22,0.5,0,2,0.0,10.2,4.4,1.2,0.3,3.4,-0.6,0,2024-25
Kevin Durant,PHX,DEN,2024-11-09,PHX vs DEN,W,29.2,20.9,11,21,0.524,1,6,0.167,2.4,4.7,1.2,0.5,3.6,2.2,1,2024-25
Kevin Durant,PHX,WAS,2024-11-12,PHX vs WAS,L,36.3,21.4,8,20,0.4,0,2,0.0,6.7,2.4,0.9,0.3,2.1,-6.4,1,2024-25
Kevin Durant,PHX,MIN,2024-11-15,PHX @ MIN,L,35.5,39.5,19,38,0.5,2,7,0.286,3.0,0.0,0.6,0.3,0.4,2.4,0,2024-25
Kevin Durant,PHX,NYK,2024-11-18,PHX vs NYK,L,30.5,21.2,11,21,0.524,1,3,0.333,7.7,4.1,2.5,0.8,3.8,4.1,1,2024-25
Kevin Durant,PHX,POR,2024-11-21,PHX vs POR,L,29.6,27.6,15,29,0.517,0,2,0.0,3.6,4.8,0.8,0.5,2.3,2.7,1,2024-25
Kevin Durant,PHX,ATL,2024-11-24,PHX @ ATL,W,30.3,31.7,16,31,0.516,2,7,0.286,2.7,2.5,1.0,0.1,1.3,4.2,0,2024-25
Kevin Durant,PHX,POR,2024-11-27,PHX vs POR,W,33.4,30.0,13,29,0.448,1,5,0.2,3.8,5.9,1.7,0.7,1.8,9.0,1,2024-25
Kevin Durant,PHX,TOR,2024-11-30,PHX @ TOR,W,36.5,23.0,12,25,0.48,1,4,0.25,9.7,3.8,0.8,1.3,0.8,-14.6,0,2024-25
Kevin Durant,PHX,SAC,2024-12-03,PHX vs SAC,W,30.7,32.2,17,30,0.567,3,9,0.333,8.9,3.7,1.6,0.0,4.5,10.2,1,2024-25
Kevin Durant,PHX,WAS,2024-12-06,PHX vs WAS,W,34.5,17.6,9,18,0.5,1,5,0.2,6.0,5.1,1.6,0.6,3.3,13.6,1,2024-25
Kevin Durant,PHX,CHA,2024-12-09,PHX @ CHA,W,32.8,35.9,17,34,0.5,1,5,0.2,6.5,3.9,0.2,0.5,1.7,9.7,0,2024-25
Kevin Durant,PHX,LAC,2024-12-12,PHX vs LAC,W,28.7,15.6,6,14,0.429,3,8,0.375,8.6,5.9,1.9,0.8,2.1,3.4,1,2024-25
Kevin Durant,PHX,HOU,2024-12-15,PHX @ HOU,W,36.8,23.1,11,21,0.524,1,3,0.333,2.7,4.5,0.5,0.9,3.2,-0.9,0,2024-25
Kevin Durant,PHX,NYK,2024-12-18,PHX vs NYK,L,28.3,26.1,9,24,0.375,2,9,0.222,8.8,5.4,1.0,1.6,3.3,18.8,1,2024-25
Kevin Durant,PHX,TOR,2024-12-21,PHX @ TOR,W,33.9,31.5,13,32,0.406,2,6,0.333,3.6,3.1,0.0,0.7,3.0,-1.5,0,2024-25
Kevin Durant,PHX,PHI,2024-12-24,PHX @ PHI,W,31.3,26.8,12,25,0.48,1,5,0.2,3.5,4.5,2.0,0.3,3.6,10.0,0,2024-25
Kevin Durant,PHX,MIL,2024-12-27,PHX @ MIL,L,32.4,24.1,12,26,0.462,2,5,0.4,8.1,3.6,1.8,0.7,0.6,14.8,0,2024-25
Kevin Durant,PHX,BOS,2024-12-30,PHX @ BOS,L,37.1,33.5,14,32,0.438,2,7,0.286,2.9,3.6,0.6,0.3,4.4,-10.2,0,2024-25
Kevin Durant,PHX,DET,2025-01-02,PHX @ DET,W,32.0,14.0,7,14,0.5,3,8,0.375,8.2,0.0,2.3,0.0,1.6,1.8,0,2024-25
Kevin Durant,PHX,WAS,2025-01-05,PHX @ WAS,L,29.5,31.4,14,33,0.424,1,4,0.25,2.8,0.7,2.2,0.0,3.1,-14.2,0,2024-25
Kevin Durant,PHX,POR,2025-01-08,PHX @ POR,W,33.4,24.9,11,26,0.423,0,3,0.0,8.3,0.9,1.6,0.5,1.4,-4.0,0,2024-25
Kevin Durant,PHX,CHI,2025-01-11,PHX vs CHI,W,31.2,24.7,15,27,0.556,2,8,0.25,0.0,4.7,0.5,0.4,2.6,4.0,1,2024-25
Kevin Durant,PHX,CHA,2025-01-14,PHX vs CHA,L,37.6,26.4,12,25,0.48,3,8,0.375,3.2,3.9,2.6,0.9,2.9,-0.6,1,2024-25
Kevin Durant,PHX,CLE,2025-01-17,PHX @ CLE,W,30.2,27.7,15,30,0.5,0,2,0.0,8.0,3.4,1.4,1.1,3.2,5.8,0,2024-25
Giannis Antetokounmpo,MIL,CLE,2024-10-22,MIL @ CLE,W,36.0,29.7,16,30,0.533,0,0,0.0,7.1,3.6,1.2,0.0,0.8,15.8,0,2024-25
Giannis Antetokounmpo,MIL,UTA,2024-10-25,MIL vs UTA,W,31.7,17.9,7,19,0.368,0,2,0.0,8.3,7.8,0.0,0.1,2.6,12.0,1,2024-25
Giannis Antetokounmpo,MIL,CHA,2024-10-28,MIL vs CHA,W,33.8,17.2,8,18,0.444,0,2,0.0,0.1,5.5,1.8,0.8,2.8,3.8,1,2024-25
Giannis Antetokounmpo,MIL,CHA,2024-10-31,MIL vs CHA,W,29.0,22.7,12,24,0.5,0,0,0.0,7.9,2.5,0.0,0.6,4.3,9.2,1,2024-25
Giannis Antetokounmpo,MIL,DEN,2024-11-03,MIL @ DEN,W,29.8,21.9,10,24,0.417,0,2,0.0,2.1,0.0,1.5,0.4,3.2,4.8,0,2024-25
Giannis Antetokounmpo,MIL,ATL,2024-11-06,MIL vs ATL,W,34.0,36.8,21,39,0.538,0,0,0.0,1.8,5.2,1.7,0.3,2.9,15.1,1,2024-25
Giannis Antetokounmpo,MIL,DEN,2024-11-09,MIL @ DEN,W,36.1,30.0,15,30,0.5,0,0,0.0,7.7,2.9,0.8,0.4,3.8,-7.5,0,2024-25
Giannis Antetokounmpo,MIL,BOS,2024-11-12,MIL @ BOS,L,34.4,21.5,8,19,0.421,0,0,0.0,3.7,2.3,2.4,0.9,0.3,-12.8,0,2024-25
Giannis Antetokounmpo,MIL,NYK,2024-11-15,MIL vs NYK,L,31.4,24.3,10,26,0.385,1,3,0.333,8.6,0.0,2.3,0.0,1.0,-5.2,1,2024-25
Giannis Antetokounmpo,MIL,HOU,2024-11-18,MIL vs HOU,L,34.4,27.3,13,26,0.5,1,3,0.333,8.7,1.0,2.4,0.6,1.7,2.6,1,2024-25
Giannis Antetokounmpo,MIL,DEN,2024-11-21,MIL vs DEN,W,33.4,16.5,7,14,0.5,1,3,0.333,6.9,6.7,1.6,0.0,2.1,12.7,1,2024-25
Giannis Antetokounmpo,MIL,PHI,2024-11-24,MIL @ PHI,W,35.6,19.8,9,18,0.5,1,3,0.333,1.8,1.8,0.7,0.3,2.6,8.7,0,2024-25
Giannis Antetokounmpo,MIL,DET,2024-11-27,MIL @ DET,L,37.2,25.8,13,26,0.5,1,3,0.333,12.5,4.2,1.1,0.9,2.2,5.1,0,2024-25
Giannis Antetokounmpo,MIL,DET,2024-11-30,MIL @ DET,L,32.0,20.4,8,19,0.421,0,2,0.0,5.2,4.4,1.0,0.5,5.5,0.6,0,2024-25
Giannis Antetokounmpo,MIL,WAS,2024-12-03,MIL @ WAS,W,31.7,20.8,9,23,0.391,0,0,0.0,4.1,4.6,0.5,0.8,1.9,-10.3,0,2024-25
Giannis Antetokounmpo,MIL,PHX,2024-12-06,MIL vs PHX,L,30.1,25.7,13,26,0.5,0,2,0.0,3.2,3.2,0.9,0.5,2.7,3.0,1,2024-25
Giannis Antetokounmpo,MIL,DAL,2024-12-09,MIL @ DAL,W,32.3,24.3,14,26,0.538,0,1,0.0,11.9,5.0,0.0,0.0,2.4,6.3,0,2024-25
Giannis Antetokounmpo,MIL,CHI,2024-12-12,MIL vs CHI,W,30.6,17.9,8,17,0.471,1,3,0.333,2.0,3.9,0.0,1.4,1.1,2.7,1,2024-25
Giannis Antetokounmpo,MIL,HOU,2024-12-15,MIL @ HOU,W,32.6,19.2,12,21,0.571,0,0,0.0,0.2,2.3,1.9,0.1,4.7,8.4,0,2024-25
Giannis Antetokounmpo,MIL,HOU,2024-12-18,MIL @ HOU,L,34.4,22.5,9,21,0.429,0,1,0.0,3.1,4.4,0.4,0.4,2.6,16.8,0,2024-25
Giannis Antetokounmpo,MIL,LAC,2024-12-21,MIL @ LAC,L,28.7,17.7,8,15,0.533,0,0,0.0,5.6,4.6,1.2,0.1,3.9,13.0,0,2024-25
Giannis Antetokounmpo,MIL,MEM,2024-12-24,MIL @ MEM,L,28.8,15.1,8,16,0.5,1,3,0.333,0.7,7.8,1.0,0.3,4.1,7.4,0,2024-25
Giannis Antetokounmpo,MIL,OKC,2024-12-27,MIL vs OKC,L,35.5,24.4,10,25,0.4,0,1,0.0,10.4,1.4,0.0,1.4,1.2,1.2,1,2024-25
Giannis Antetokounmpo,MIL,POR,2024-12-30,MIL vs POR,W,36.2,20.9,8,19,0.421,0,2,0.0,4.3,8.0,1.5,0.8,3.3,12.4,1,2024-25
Giannis Antetokounmpo,MIL,TOR,2025-01-02,MIL @ TOR,L,35.3,31.4,17,31,0.548,0,2,0.0,4.7,5.2,1.7,1.6,3.8,-12.2,0,2024-25
Giannis Antetokounmpo,MIL,WAS,2025-01-05,MIL @ WAS,L,34.4,30.5,13,32,0.406,0,1,0.0,6.8,5.9,1.0,0.7,2.8,1.4,0,2024-25
Giannis Antetokounmpo,MIL,UTA,2025-01-08,MIL @ UTA,W,34.9,30.1,15,32,0.469,0,3,0.0,8.6,2.0,1.7,0.3,3.0,-4.1,0,2024-25
Giannis Antetokounmpo,MIL,POR,2025-01-11,MIL vs POR,W,31.7,30.2,16,32,0.5,0,1,0.0,0.0,7.6,2.4,0.0,3.9,-1.6,1,2024-25
Giannis Antetokounmpo,MIL,SAC,2025-01-14,MIL vs SAC,L,33.8,22.5,11,23,0.478,0,1,0.0,5.6,8.0,2.3,0.0,3.0,11.5,1,2024-25
Giannis Antetokounmpo,MIL,CHA,2025-01-17,MIL vs CHA,L,33.2,32.9,14,35,0.4,0,2,0.0,3.1,0.7,1.7,0.8,1.4,-1.3,1,2024-25
Nikola Jokic,DEN,DET,2024-10-22,DEN @ DET,L,37.5,23.9,11,26,0.423,0,0,0.0,9.6,5.3,0.6,1.8,4.5,6.4,0,2024-25
Nikola Jokic,DEN,SAS,2024-10-25,DEN @ SAS,W,30.3,30.7,18,33,0.545,0,0,0.0,9.1,3.7,1.8,1.7,2.6,4.2,0,2024-25
Nikola Jokic,DEN,NOP,2024-10-28,DEN @ NOP,W,37.2,20.1,10,18,0.556,0,1,0.0,4.0,1.6,0.5,0.5,0.2,-0.8,0,2024-25
Nikola Jokic,DEN,MIL,2024-10-31,DEN @ MIL,L,34.2,21.5,8,21,0.381,1,3,0.333,6.5,4.3,1.8,0.6,1.2,4.1,0,2024-25
Nikola Jokic,DEN,CHA,2024-11-03,DEN @ CHA,L,32.9,31.8,15,34,0.441,0,2,0.0,10.8,2.6,0.5,1.2,2.3,-3.6,0,2024-25
Nikola Jokic,DEN,LAL,2024-11-06,DEN vs LAL,L,30.3,31.1,16,32,0.5,0,0,0.0,13.5,6.4,1.6,0.8,1.2,1.3,1,2024-25
Nikola Jokic,DEN,UTA,2024-11-09,DEN @ UTA,W,35.5,18.9,8,20,0.4,0,3,0.0,10.4,4.2,1.2,1.0,4.2,9.7,0,2024-25
Nikola Jokic,DEN,MIL,2024-11-12,DEN @ MIL,W,28.2,27.1,15,29,0.517,1,3,0.333,6.1,0.1,1.8,1.0,2.3,28.5,0,2024-25
Nikola Jokic,DEN,DET,2024-11-15,DEN vs DET,L,37.6,34.7,17,36,0.472,1,3,0.333,5.3,2.0,1.9,1.5,0.8,-19.1,1,2024-25
Nikola Jokic,DEN,GSW,2024-11-18,DEN vs GSW,L,31.6,30.8,13,31,0.419,1,3,0.333,5.7,4.2,2.1,0.6,1.8,10.6,1,2024-25
Nikola Jokic,DEN,CLE,2024-11-21,DEN @ CLE,W,31.2,31.4,13,29,0.448,0,2,0.0,5.4,1.7,2.0,0.6,2.9,-1.8,0,2024-25
Nikola Jokic,DEN,DET,2024-11-24,DEN @ DET,W,31.8,22.0,9,22,0.409,0,0,0.0,7.8,5.8,0.4,0.6,2.7,3.9,0,2024-25
Nikola Jokic,DEN,OKC,2024-11-27,DEN vs OKC,W,32.2,20.6,8,19,0.421,0,2,0.0,5.6,1.1,2.6,1.8,3.1,6.4,1,2024-25
Nikola Jokic,DEN,LAL,2024-11-30,DEN @ LAL,W,29.1,29.9,15,30,0.5,1,3,0.333,8.4,1.5,1.0,0.7,2.1,6.5,0,2024-25
Nikola Jokic,DEN,CHA,2024-12-03,DEN vs CHA,W,37.0,34.5,17,32,0.531,0,2,0.0,5.5,4.7,1.7,0.8,1.1,-7.5,1,2024-25
Nikola Jokic,DEN,BOS,2024-12-06,DEN vs BOS,L,29.1,29.4,12,30,0.4,1,3,0.333,6.3,5.1,0.9,1.4,2.7,5.5,1,2024-25
Nikola Jokic,DEN,DET,2024-12-09,DEN vs DET,W,36.3,27.7,14,29,0.483,0,3,0.0,10.3,4.9,2.5,0.9,2.1,2.8,1,2024-25
Nikola Jokic,DEN,NYK,2024-12-12,DEN vs NYK,W,31.0,20.9,7,19,0.368,1,3,0.333,5.9,6.0,1.6,2.1,1.9,9.4,1,2024-25
Nikola Jokic,DEN,NYK,2024-12-15,DEN @ NYK,W,30.5,36.5,19,38,0.5,0,0,0.0,9.6,2.7,1.2,0.7,2.8,2.4,0,2024-25
Nikola Jokic,DEN,SAS,2024-12-18,DEN @ SAS,W,29.7,23.8,13,26,0.5,1,3,0.333,11.2,6.8,0.9,0.7,1.4,-4.4,0,2024-25
Nikola Jokic,DEN,NOP,2024-12-21,DEN vs NOP,W,28.0,25.4,13,27,0.481,0,1,0.0,6.4,3.5,0.1,0.3,0.0,-1.5,1,2024-25
Nikola Jokic,DEN,DET,2024-12-24,DEN @ DET,W,33.4,35.4,13,33,0.394,0,1,0.0,5.5,5.9,0.0,0.3,1.9,-7.7,0,2024-25
Nikola Jokic,DEN,NOP,2024-12-27,DEN vs NOP,L,33.3,32.8,16,33,0.485,0,0,0.0,5.3,3.3,1.3,1.4,2.4,0.0,1,2024-25
Nikola Jokic,DEN,MEM,2024-12-30,DEN @ MEM,W,30.6,22.9,11,25,0.44,0,0,0.0,9.4,5.3,1.8,0.4,3.2,11.7,0,2024-25
Nikola Jokic,DEN,IND,2025-01-02,DEN @ IND,L,31.2,24.9,13,23,0.565,0,2,0.0,9.6,6.0,1.4,1.0,5.6,0.6,0,2024-25
Nikola Jokic,DEN,CHA,2025-01-05,DEN @ CHA,W,36.3,24.2,9,23,0.391,0,1,0.0,4.5,3.7,1.8,0.9,1.8,7.9,0,2024-25
Nikola Jokic,DEN,POR,2025-01-08,DEN vs POR,W,32.0,23.1,11,25,0.44,0,0,0.0,6.0,0.5,1.5,0.5,0.0,15.0,1,2024-25
Nikola Jokic,DEN,NYK,2025-01-11,DEN @ NYK,L,31.7,20.0,9,21,0.429,1,3,0.333,6.2,1.0,0.5,0.8,2.6,1.7,0,2024-25
Nikola Jokic,DEN,NYK,2025-01-14,DEN vs NYK,W,34.8,12.3,6,14,0.429,0,3,0.0,4.6,3.9,1.4,0.6,3.0,-0.8,1,2024-25
Nikola Jokic,DEN,NYK,2025-01-17,DEN vs NYK,W,28.4,23.3,10,23,0.435,0,1,0.0,4.5,2.9,0.4,1.0,2.0,11.6,1,2024-25
Luka Doncic,DAL,BOS,2024-10-22,DAL vs BOS,W,28.9,24.3,13,24,0.542,1,5,0.2,5.5,7.0,1.5,0.0,2.6,8.3,1,2024-25
Luka Doncic,DAL,GSW,2024-10-25,DAL @ GSW,L,29.8,26.0,12,28,0.429,1,5,0.2,5.5,10.2,1.4,0.0,1.9,7.5,0,2024-25
Luka Doncic,DAL,BOS,2024-10-28,DAL @ BOS,L,32.6,26.5,11,28,0.393,2,6,0.333,3.1,3.2,1.4,0.5,4.6,0.1,0,2024-25
